codigo_cuoc_2022;denominacion_cuoc_2022
81120.039;Operador de máquina tamizadora de minerales
81120.040;Operador de máquina trituradora de minerales
81120.041;Operador de separador magnético de tratamiento de metales y minerales
81120.042;Prensador de briquetas de carbón
8113;Perforadores y sondistas de pozos y afines
81131;Perforadores de pozos de gas y petróleo
81131.001;Administrador de taladro industria petrolera
81131.002;Conductor de tren de sondeo por rotación de pozos de petróleo
81131.003;Excavador de agujeros
81131.004;Jefe de pozo
81131.005;Jefe de sondeos petroleros
81131.006;Manilero de perforación de petróleo y gas
81131.007;Operador de equipo de perforación
81131.008;Operador de perforadora de percusión de pozos de petróleo y gas
81131.009;Operador de planta de perforación
81131.010;Operador de prueba de pozo de perforación de petróleo y gas
81131.011;Operador de tren de sondeo de pozos de petróleo y gas
81131.012;Operador perforadora petróleo y gas
81131.013;Perforador de pozos de gas
81131.014;Perforador de pozos de petróleo
81131.015;Perforador experto en perforación de desarrollo
81131.016;Perforador experto en perforación de direccional
81131.017;Perforador pozos de petróleo y gas
81131.018;Perforador sondistas de pozos de gas y petróleo
81131.019;Sondista de perforación de pozos
81131.020;Sondista de pozos de petróleo
81131.021;Sondista pozos de petróleo y gas
81131.022;Taladrero de perforación de petróleo y gas
81132;Perforadores de pozos de agua
81132.001;Constructor de aljibes
81132.002;Constructor de pozos de agua
81132.003;Operador de perforadora de percusión de pozos de agua
81132.004;Operador de perforadora de pozos de agua potable
81132.005;Perforador de pozos de agua
81132.006;Sondista de pozos de agua
81133;Operadores de servicios en perforación de petróleo y gas
81133.001;Cadenero industria petrolera
81133.002;Chequeapozo
81133.003;Operador de apoyo y servicios en perforación de petróleo y gas
81133.004;Operador de bombas industria petrolera
81133.005;Operador de bombeo electrosumergible industria petrolera
81133.006;Operador de campo down hole industria petrolera
81133.007;Operador de llave de potencia
81133.008;Operador de llaves hidráulicas servicios a pozo de petróleo
81133.009;Operador de máquina de estudio de suelo
81133.010;Operador de maquinaria pesada servicios a pozo de petróleo
81133.011;Operador de medios tecnológicos industria petrolera
81133.012;Operador de mezcla de servicios de pozos de petróleo
81133.013;Operador de pajarita servicios a pozo de petróleo
81133.014;Operador de planta servicios a pozo de petróleo
81133.015;Operador de retro orugada servicios a pozo de petróleo
81133.016;Operador de subsuelo servicios a pozo de petróleo
81133.017;Operador de taller servicios a pozo de petróleo
81133.018;Operador de tolva petróleo y gas
81133.019;Operador de transporte servicios a pozo de petróleo
81133.020;Operador retro llantas servicios a pozo de petróleo
81133.021;Operador transporte de químicos servicios a pozos de petróleo
81133.022;Recogemuestras petróleo y gas
81134;Operadores de producción de hidrocarburos
81134.001;Operador de máquina de extracción de pozos de petróleo y gas
81134.002;Operador de planta de proceso de hidrocarburos
81134.003;Operador de producción de hidrocarburos
81134.004;Operador de producción de petróleo y gas
81134.005;Operador de well testing/ facilidades de producción básico
81135;Operadores de servicios a pozos de hidrocarburos
81135.001;Operador de cañolero
81135.002;Operador de coiled tubing
81135.003;Operador de equipo wireline para servicios de pozo de petróleo
81135.004;Operador de facilidades de producción de servicio a pozos de hidrocarburos
81135.005;Operador de mezcla de servicio a pozos de hidrocarburos
81135.006;Operador de planta de servicio a pozos de hidrocarburos
81135.007;Operador de producción de servicio a pozos de hidrocarburos
81135.008;Operador de slick line
81135.009;Operador DST (drill stem test)
81135.010;Operador servicios a pozos de hidrocarburos
81136;Operadores torres de perforación de pozos hidrocarburos
81136.001;Cuñero (perforación o workover)
81136.002;Cuñero de servicios a pozos de petróleo
81136.003;Encuellador de servicios de pozos de petróleo
81136.004;Encuellador perforación
81136.005;Encuellador workover
81136.006;Operador de torre de perforación de hidrocarburos
81136.007;Operador de torre de perforación de petróleo y gas
81136.008;Torrero
8114;Operadores de máquinas para fabricar cemento y otros productos minerales
81140;Operadores de máquinas para fabricar cemento y otros productos minerales
81140.001;Extrusor productos de concreto arcilla y piedra
81140.002;Fabricante de bloques de concreto
81140.003;Fabricante de planchas de concreto de prevaciado
81140.004;Grabador a máquina de inscripciones en piedra
81140.005;Operador de corte de productos de concreto
81140.006;Operador de hormigonera
81140.007;Operador de instalaciones de mezcladora de hormigón
81140.008;Operador de máquina de acabado de hormigón
81140.009;Operador de máquina de corte de mosaicos
81140.010;Operador de máquina de corte de productos de piedra
81140.011;Operador de máquina de grabado de productos de piedra
81140.012;Operador de máquina de producción de piedra artificial
81140.013;Operador de máquina de productos de amianto cemento
81140.014;Operador de máquina de productos de cemento
81140.015;Operador de máquina de productos de concreto
81140.016;Operador de máquina de productos de piedra
81140.017;Operador de máquina de productos minerales
81140.018;Operador de máquina de productos prefabricados de hormigón
81140.019;Operador de máquina fabricación aglomerados piedra artificial
81140.020;Operador de máquina mecánica para esculturas de piedra
81140.021;Operador de máquina mezcladora de hormigón
81140.022;Operador de máquina para elaborar productos de arena y cemento
81140.023;Operador de máquina para fabricar productos de piedra, mármol o granito
81140.024;Operador de máquina para la fabricación de papel de esmeril
81140.025;Operador de máquina para la fabricación de piedra artificial
81140.026;Operador de máquina para la fabricación de tela de esmeril
81140.027;Operador de máquina para la fabricación de tubos de cemento
81140.028;Operador de máquina productos amianto
81140.029;Operador de máquina pulidora de piedra
81140.030;Operador de pulidora industrial con muelas de diamante
81140.031;Operador moldeo de arcilla piedra y concreto
81140.032;Pulidor de diamantes industriales
81140.033;Secador asbestos
812;Operadores de instalaciones de procesamiento y recubridoras de metales 
8121;Operadores de instalaciones de procesamiento de metales
81210;Operadores de instalaciones de procesamiento de metales
81210.001;Ayudante de tren de laminación
81210.002;Cargador de alto horno
81210.003;Clasificador de aluminio
81210.004;Colador de alto horno
81210.005;Cucharero de horno de segunda fusión
81210.006;Cucharero de metal
81210.007;Enrollador de acero
81210.008;Mezclador cemento procesamiento de minerales
81210.009;Operador cuchara de colada metales y minerales
81210.010;Operador de cuchara de colada de metales
81210.011;Operador de equipo de cementación
81210.012;Operador de estiradora de forja
81210.013;Operador de horno de pudelar
81210.014;Operador de horno de recocido de metales
81210.015;Operador de horno de templado de metales
81210.016;Operador de instalaciones de extrusión de metal
81210.017;Operador de instalaciones de tratamiento térmico de metales
81210.018;Operador de laminadora de acero
81210.019;Operador de laminadora de acero de tren continuo
81210.020;Operador de laminadora de acero en caliente
81210.021;Operador de laminadora de acero en frío
81210.022;Operador de laminadora de metales no ferrosos
81210.023;Operador de laminadora de tubos sin soldadura
81210.024;Operador de laminadora metales
81210.025;Operador de máquina centrífuga colada productos cilíndricos metal
81210.026;Operador de máquina centrífuga de fundición
81210.027;Operador de máquina centrifugadora de colada
81210.028;Operador de máquina cepilladora de metales
81210.029;Operador de máquina colada a presión metales ferrosos
81210.030;Operador de máquina corrugadora de metal
81210.031;Operador de máquina curvadora de forja
81210.032;Operador de máquina de colada continua de tubos y varillas
81210.033;Operador de máquina de colar a presión metales ferrosos
81210.034;Operador de máquina de tejer malla
81210.035;Operador de máquina estirado de tubos procesamiento del metal
81210.036;Operador de máquina estirado de tubos sin soldadura
81210.037;Operador de máquina estiradora de metales
81210.038;Operador de máquina estiradora de tubos sin soldadura
81210.039;Operador de máquina extrusora de metales
81210.040;Operador de máquina fabricación balas
81210.041;Operador de máquina procesamiento metales y minerales
81210.042;Operador de máquina sinterizado metales
81210.043;Operador de máquina tratamiento metales y minerales
81210.044;Operador de máquina trefiladora de alambre
81210.045;Operador de prensa caliente de forja
81210.046;Operador de prensa de forja
81210.047;Operador de prensa extrusora metales
81210.048;Operador de prensa fría de forja
81210.049;Operador de tren de laminación
81210.050;Operador equipo de procesamiento cementación
81210.051;Operador estirado forja
81210.052;Operador prensa de freno
81210.053;Operador punzadora
81210.054;Preparador arenas fundición
81210.055;Recocedor de metales
81210.056;Refinador de metales de primera fusión
81210.057;Refinador metal
81210.058;Templador de metales
81210.059;Templador de revenido de metales
81210.060;Trabajador fundición metal
8122;Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales
81220;Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales
81220.001;Anodizador
81220.002;Cromador
81220.003;Decapador de metales
81220.004;Desengrasador de metales
81220.005;Electroplateador
81220.006;Electroplateador metal
81220.007;Galvanizador
81220.008;Limpiador de metales con chorro de arena
81220.009;Metalizador con pistola
81220.010;Metalizador de baño caliente
81220.011;Niquelador
81220.012;Operador de máquina bruñidora de metales
81220.013;Operador de máquina de acabado de metales
81220.014;Operador de máquina de enchapado de metales
81220.015;Operador de máquina de galvanoplastia
81220.016;Operador de máquina de pintura de metales
81220.017;Operador de máquina fabricación envases de hojalata
81220.018;Operador de máquina galvanizadora de baño caliente
81220.019;Operador de máquina galvanizadora de metales
81220.020;Operador de máquina pulidora automática metales
81220.021;Operador de máquina pulidora de metales
81220.022;Operador de máquina pulidora de metalurgia
81220.023;Operador de máquina recubridora de alambres
81220.024;Operador de máquina recubridora de metales
81220.025;Operador recubrimientos metálicos
81220.026;Pavonador de metales
81220.027;Plateador de metal
81220.028;Pulverizador de metal con pistola
81220.029;Revestidor de baño caliente de metales
813;Operadores de instalaciones y máquinas de productos químicos y fotográficos
8131;Operadores de plantas y máquinas de productos químicos
81311;Operadores de máquinas de planta química
81311.001;Blanqueador de productos químicos
81311.002;Cargador de horno para tratamientos químicos
81311.003;Destilador glicerina
81311.004;Destilador perfumes y esencias
81311.005;Destilador procesamiento químico
81311.006;Ensamblador juegos pirotécnicos artificiales
81311.007;Fabricante de juegos pirotécnicos artificiales
81311.008;Fabricante municiones
81311.009;Mezclador procesamiento químico
81311.010;Operador centrifugadora procesamiento químico
81311.011;Operador de alambique de perfumería
81311.012;Operador de alambique para procesos químicos
81311.013;Operador de alambique para trementina
81311.014;Operador de autoclave procesamiento químico
81311.015;Operador de calcinadora de tratamientos químicos
81311.016;Operador de caldera de tratamientos químicos
81311.017;Operador de coquería
81311.018;Operador de destilador de glicerina
81311.019;Operador de destilador de perfumes y esencias
